brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_usd,mileage_mi,clean_title_flag,accident_reported
Jeep,Gladiator Rubicon,2022,"8,794 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$54,000",54000,8794,True,False
Lincoln,MKX Base,2010,"156,000 mi.",Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$5,900",5900,156000,True,True
Porsche,911 Carrera 4S,2020,"25,568 mi.",Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,Red,Black,None reported,Yes,"$134,999",134999,25568,True,False
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,"67,100 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$34,250",34250,67100,True,True
Porsche,Cayman Base,2014,"52,000 mi.",Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,"$37,000",37000,52000,True,True
Acura,MDX 3.7L Advance,2011,"137,200 mi.",Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,"$12,000",12000,137200,True,False
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,"36,000 mi.",Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$32,000",32000,36000,True,True
Kia,Forte GT-Line,2023,"15,500 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,"$24,500",24500,15500,True,True
BMW,M8 Competition,2020,"10,906 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,Donington Grey Metallic,Black,None reported,,"$96,998",96998,10906,,False
Lincoln,MKC Select,2019,"49,814 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,,"$26,545",26545,49814,,False
BMW,i8 Base,2015,846 mi.,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,A/T,White,White,None reported,Yes,"$86,999",86999,846,True,False
Toyota,Highlander XLE,2021,"67,039 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Black,None reported,,"$34,645",34645,67039,,False
Mazda,CX-30 Premium Package,2023,"2,636 mi.",Gasoline,2.5L I4 16V,6-Speed Automatic,Platinum Quartz Metallic,Black,None reported,,"$28,535",28535,2636,,False
Porsche,Cayenne Platinum Edition,2018,"50,166 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,"$43,550",43550,50166,True,True
Lincoln,MKZ Reserve,2017,"37,375 mi.",Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,None reported,Yes,"$27,500",27500,37375,True,False
Tesla,Model 3 Standard Range Plus,2021,"21,600 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,"$31,000",31000,21600,True,False
Porsche,718 Cayman S,2019,"9,500 mi.",Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,"$69,000",69000,9500,True,True
Chevrolet,Corvette Base,2005,"143,095 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,"$16,000",16000,143095,True,False
Acura,RSX Type S,2002,"80,000 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$8,500",8500,80000,True,True
Ferrari,Roma Base,2021,"3,000 mi.",Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,"$275,000",275000,3000,True,False
Porsche,Cayman S,2007,"5,856 mi.",Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$45,000",45000,5856,True,False
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,"2,958 mi.",Gasoline,6.8L V12 48V GDI DOHC,8-Speed Automatic,Yellow,,None reported,Yes,"$488,880",488880,2958,True,False
Audi,SQ7 4.0T,2022,"28,927 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Matador Red Metallic,Black,None reported,,"$74,900",74900,28927,,False
Mercedes-Benz,AMG GLS 63 4MATIC,2022,"4,102 mi.",Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,"$144,664",144664,4102,True,False
Honda,Ridgeline RTL-E,2021,"14,442 mi.",Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,"$38,500",38500,14442,True,False
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,"64,000 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$12,995",12995,64000,True,False
Lexus,GX 470 Base,2004,"154,000 mi.",Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$10,000",10000,154000,True,True
Lexus,NX 200t Base,2015,"54,000 mi.",Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$27,000",27000,54000,True,False
Dodge,Dakota SLT Quad Cab,2007,"232,492 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$6,000",6000,232492,True,True
Maserati,Ghibli S Q4 GranSport,2020,"25,721 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Nero,None reported,Yes,"$52,645",52645,25721,True,False
Land Rover,Rover Discovery Sport SE R-Dynamic,2020,"20,927 mi.",Gasoline,2.0 Liter,Automatic,Fuji White,,None reported,,"$35,998",35998,20927,,False
Aston Martin,Martin DBX Base,2021,"2,353 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Green,Sahara Tan,None reported,Yes,"$159,500",159500,2353,True,False
Audi,Q3 45 S line Premium,2022,"9,325 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Mythos Black Metallic,Black,None reported,,"$33,610",33610,9325,,False
Ford,Explorer XLT,2020,"61,001 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,Yes,"$28,616",28616,61001,True,True
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,"71,962 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$46,900",46900,71962,True,False
Subaru,BRZ Premium,2023,"5,800 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$29,990",29990,5800,True,False
BMW,640 i,2016,"40,080 mi.",Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$28,499",28499,40080,True,False
Kia,Stinger GT2,2020,"57,000 mi.",Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,Yes,"$36,500",36500,57000,True,True
Chevrolet,Bolt EUV Premier,2022,"7,624 mi.",,Electric,1-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,"$31,985",31985,7624,True,False
Subaru,Forester 2.5 XT,2004,"122,000 mi.",Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gold,Black,At least 1 accident or damage reported,Yes,"$9,999",9999,122000,True,True
Kia,Sportage X-Pro,2023,459 mi.,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Jungle Green,Black,None reported,,"$36,998",36998,459,,False
BMW,M4 Base,2016,"62,500 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Orange,At least 1 accident or damage reported,Yes,"$40,500",40500,62500,True,True
Hyundai,Equus Signature,2013,"72,000 mi.",Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"$17,500",17500,72000,True,False
Mercedes-Benz,AMG E 53 4MATIC,2020,"8,375 mi.",Gasoline,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr","Automatic, 9-Spd 9G-Tronic",BLACK,BLACK,None reported,,"$69,900",69900,8375,,False
BMW,M550 i xDrive,2020,"40,000 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,"$53,000",53000,40000,True,False
Subaru,Impreza WRX STI,2014,"77,000 mi.",Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,"$30,000",30000,77000,True,True
Mercedes-Benz,AMG G 63 Base,2019,"19,593 mi.",Gasoline,4.0 Liter Twin Turbo,Automatic,Black,Black,None reported,,"$159,998",159998,19593,,False
Mazda,Mazda6 Grand Touring,2020,"35,902 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Deep Crystal Blue Mica,Black,None reported,,"$22,966",22966,35902,,False
Hyundai,Veloster Base,2013,800 mi.,Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gray,None reported,Yes,"$9,800",9800,800,True,False
Bentley,Bentayga S,2023,"2,600 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur,None reported,Yes,"$239,995",239995,2600,True,False
Land Rover,Rover Defender X-Dynamic SE,2023,"6,204 mi.",Hybrid,3.0 Liter,Automatic,Eiger Grey,,None reported,,"$79,998",79998,6204,,False
Kia,Telluride SX,2020,"69,185 mi.",Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Ebony Black,Gray,None reported,,"$37,405",37405,69185,,False
Maserati,GranTurismo Sport,2015,"45,000 mi.",Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$41,900",41900,45000,True,False
BMW,540 i xDrive,2020,"37,426 mi.",Gasoline,2.0 Liter Turbo,Automatic,White,Black,None reported,,"$39,998",39998,37426,,False
INFINITI,M56 Base,2011,"137,000 mi.",Gasoline,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,At least 1 accident or damage reported,Yes,"$8,500",8500,137000,True,True
Mazda,Mazda3 s Grand Touring,2016,"85,000 mi.",,,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$18,500",18500,85000,True,True
Chevrolet,Corvette Stingray w/1LT,2023,"4,000 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,"$73,900",73900,4000,True,True
Audi,Q5 S line Premium Plus,2023,"4,648 mi.",Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,Black,None reported,,"$47,598",47598,4648,,False
Lexus,GX 460 Base,2018,"52,100 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"$38,000",38000,52100,True,False
BMW,X1 sDrive28i,2014,"50,100 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,"$10,795",10795,50100,True,False
Alfa Romeo,Romeo Stelvio Ti,2020,"41,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$32,400",32400,41000,True,False
RAM,1500 Big Horn,2021,"70,968 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$34,000",34000,70968,True,False
BMW,M4 Base,2015,"26,600 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,,None reported,Yes,"$53,000",53000,26600,True,False
Tesla,Model X Long Range,2022,"15,443 mi.",,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,"$84,500",84500,15443,True,False
Volvo,S90 T5 Momentum,2018,"95,000 mi.",Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$18,000",18000,95000,True,False
Subaru,Impreza WRX Sti,2005,"94,000 mi.",Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Blue,None reported,Yes,"$19,500",19500,94000,True,False
BMW,X6 xDrive40i,2020,"45,076 mi.",Gasoline,3.0 Liter Turbo,Automatic,Blue,Black,None reported,,"$57,998",57998,45076,,False
Cadillac,CTS 2.0L Turbo Luxury,2014,"110,000 mi.",Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,"$11,000",11000,110000,True,False
Land Rover,Rover Discovery Sport HSE,2016,"49,083 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Indus Silver,Ebony,None reported,,"$21,590",21590,49083,,False
Genesis,G90 5.0 Ultimate,2017,"63,500 mi.",Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$27,500",27500,63500,True,False
Mercedes-Benz,CLK-Class CLK 350,2009,"21,500 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$18,000",18000,21500,True,True
Land Rover,Rover Range Rover Autobiography,2023,324 mi.,Gasoline,4.4 Liter,Automatic,Black,Blk,None reported,,"$199,998",199998,324,,False
Kia,Optima EX,2019,"68,166 mi.",Gasoline,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",Automatic,Ebony Black,Black,None reported,,"$20,818",20818,68166,,False
Toyota,Highlander SE,2018,"53,607 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,,"$31,853",31853,53607,,True
Mercedes-Benz,Sprinter 4500 High Roof,2019,"16,813 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,,,"$45,900",45900,16813,,
BMW,X1 xDrive28i,2020,"18,200 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$29,500",29500,18200,True,True
Audi,R8 5.2,2015,"51,000 mi.",Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$102,000",102000,51000,True,True
Audi,S3 2.0T Tech Premium Plus,2018,"16,400 mi.",Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Red,None reported,Yes,"$42,800",42800,16400,True,False
Toyota,Tundra Hybrid TRD Pro,2022,"7,000 mi.",Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,,None reported,Yes,"$75,500",75500,7000,True,False
Audi,SQ5 3.0T Premium Plus,2022,"8,497 mi.",Gasoline,3.0L V6 24V GDI DOHC Turbo,Automatic,Ibis White,Black,None reported,,"$52,900",52900,8497,,False
Audi,A6 2.0T Premium Plus,2016,"68,000 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$20,000",20000,68000,True,True
Lamborghini,Huracan EVO Base,2022,"2,523 mi.",Gasoline,5.2L V10 40V GDI DOHC,7-Speed Manual,Bianco Icarus Metallic,Nero Ade,None reported,,"$288,900",288900,2523,,False
BMW,328 xi,2007,"83,000 mi.",Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,Yes,"$8,995",8995,83000,True,False
Audi,SQ5 3.0T Prestige,2018,"25,000 mi.",Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$50,000",50000,25000,True,False
Cadillac,Escalade Sport Platinum,2021,"15,689 mi.",Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,10-Speed Automatic,Infrared Tintcoat,Jet Black,None reported,,"$97,952",97952,15689,,False
BMW,M235 i,2014,"125,450 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,"$17,200",17200,125450,True,False
Kia,Telluride SX,2023,"9,822 mi.",Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Midnight Black,Gray,None reported,,"$50,998",50998,9822,,False
Chevrolet,Express 3500 Base,2008,"144,000 mi.",Gasoline,323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$22,000",22000,144000,True,False
GMC,Acadia SLE,2020,"30,900 mi.",Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,"$27,654",27654,30900,True,False
BMW,X3 xDrive30i,2021,"2,492 mi.",Gasoline,2.0 Liter Turbo,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,None reported,,"$41,598",41598,2492,,False
Audi,TT 2.0T,2015,"126,760 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$14,000",14000,126760,True,True
Subaru,Outback 3.6R Touring,2017,"100,680 mi.",Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Brown,,None reported,Yes,"$20,500",20500,100680,True,False
Mitsubishi,Eclipse Spyder GS,2001,"90,400 mi.",Gasoline,140.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,,None reported,Yes,"$4,495",4495,90400,True,False
Hyundai,Santa Fe SEL,2022,"26,895 mi.",Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Quartz White,Black,,,"$29,800",29800,26895,,
BMW,M5 Base,2018,"20,500 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"$67,000",67000,20500,True,False
Dodge,Ram 1500 ST,2011,"134,000 mi.",Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$10,500",10500,134000,True,True
Ford,Fusion Energi Titanium,2015,"84,352 mi.",Plug-In Hybrid,188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Blue,Black,At least 1 accident or damage reported,Yes,"$10,000",10000,84352,True,True
Toyota,Tundra Hybrid TRD Pro,2022,"19,000 mi.",Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,"$71,000",71000,19000,True,False
Land Rover,Rover Range Rover Evoque Pure,2015,"115,550 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$17,500",17500,115550,True,False
Lincoln,Navigator Base,2009,"191,775 mi.",E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$9,750",9750,191775,True,True
Ford,Mustang Mach-E Select,2023,923 mi.,,Standard Range Battery,Automatic,Rapid Red Metallic Tinted Clearcoat,Black Onyx,None reported,,"$46,998",46998,923,,False
Mercedes-Benz,Sprinter 3500 High Roof,2017,"124,630 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Black,None reported,Yes,"$75,000",75000,124630,True,False
Mercedes-Benz,AMG E 63 S 4MATIC,2019,"17,000 mi.",Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,None reported,Yes,"$95,000",95000,17000,True,False
BMW,440 i xDrive,2018,"73,500 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Blue,None reported,Yes,"$32,000",32000,73500,True,False
Acura,Integra LS,1998,"120,000 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,,At least 1 accident or damage reported,Yes,"$5,500",5500,120000,True,True
Audi,Q7 55 Prestige,2019,"73,837 mi.",Gasoline,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,Cobra Beige Metallic,Nougat Brown,None reported,Yes,"$36,340",36340,73837,True,False
BMW,M6 Base,2014,"29,500 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$40,999",40999,29500,True,False
Volkswagen,Arteon 2.0T SE,2021,"13,613 mi.",Gasoline,2.0 Liter TSI,Automatic,Pure White,Titan Black,None reported,,"$29,798",29798,13613,,False
Lexus,LX 600 F SPORT,2023,"1,185 mi.",Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$120,990",120990,1185,True,False
INFINITI,Q40 Base,2015,"143,250 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$11,500",11500,143250,True,False
BMW,Z4 3.0i Roadster,2006,"46,508 mi.",Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Beige,At least 1 accident or damage reported,Yes,"$11,500",11500,46508,True,True
BMW,M6 Base,2015,"18,651 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,"$59,549",59549,18651,True,False
BMW,X3 M40i,2019,"36,438 mi.",Gasoline,3.0 Liter Turbo,Automatic,Alpine White,Oyster W/Contrast,None reported,,"$39,998",39998,36438,,False
Kia,Sorento LX,2014,"46,628 mi.",Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Snow White Pearl,Beige,None reported,,"$15,363",15363,46628,,False
Rivian,R1S Adventure Package,2023,"5,700 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,"$95,000",95000,5700,True,False
BMW,Z4 sDrive28i,2015,"57,550 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,None reported,Yes,"$29,995",29995,57550,True,False
Cadillac,CTS-V Base,2017,"48,600 mi.",Gasoline,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$60,999",60999,48600,True,False
Ford,Transit Connect XL,2020,"119,000 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$18,000",18000,119000,True,False
Land Rover,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,"36,500 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,"$72,000",72000,36500,True,False
Lexus,IS 250 Base,2010,"121,250 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,"$13,250",13250,121250,True,True
BMW,X7 xDrive40i,2023,"2,437 mi.",Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$78,350",78350,2437,True,False
Volvo,XC90 T6 Momentum,2018,"110,380 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,"$22,000",22000,110380,True,True
Hyundai,Tucson Limited,2008,"149,000 mi.",Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,None reported,Yes,"$3,850",3850,149000,True,False
Dodge,Durango GT,2021,"14,684 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,,"$37,995",37995,14684,,False
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,"39,000 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$39,000",39000,39000,True,True
GMC,Yukon XL SLT,2019,"65,212 mi.",Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,"$42,995",42995,65212,True,False
Audi,RS Q8 4.0T,2020,"41,856 mi.",Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$91,500",91500,41856,True,False
Rivian,R1S Adventure Package,2023,655 mi.,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Silver,None reported,Yes,"$94,500",94500,655,True,False
Toyota,RAV4 Hybrid XLE,2019,"54,000 mi.",Hybrid,219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,"$33,000",33000,54000,True,False
Alfa Romeo,Romeo Stelvio Quadrifoglio,2019,"26,500 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$53,900",53900,26500,True,False
Land Rover,Rover Range Rover Evoque SE,2020,"38,356 mi.",Gasoline,2.0 Liter,Automatic,Firenze Red Metallic,Ebony,None reported,,"$36,598",36598,38356,,False
Alfa Romeo,Romeo Stelvio Ti Sport,2020,"21,487 mi.",Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Anodized Blue Metallic,Ice,None reported,Yes,"$35,345",35345,21487,True,False
Cadillac,Escalade EXT Base,2007,"99,000 mi.",Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$22,999",22999,99000,True,False
Ford,F-250 Lariat,2019,"35,597 mi.",E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Black,Black,None reported,,"$47,756",47756,35597,,False
Nissan,350Z Enthusiast,2005,"130,307 mi.",Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,"$9,950",9950,130307,True,False
